"","tags_label","tags_timestamp","bag_site","bags_label","pop","bagnum","length","width","tagsLength_timestamp","tagsLength_date","tagsLength_time","event"
"3497","A498","11/10/2023 14:18:48","YorkRiver","MVP-LA-4","LA","4",35,26,"5/9/2024 9:28:17",2024-05-09,"9:28:17",2
"3498","A498","11/10/2023 14:18:48","YorkRiver","MVP-LA-4","LA","4",29,24,"11/10/2023 14:18:48",2023-11-10,"14:18:48",1
"3499","A498","11/10/2023 14:18:48","YorkRiver","MVP-LA-4","LA","4",40,34,"11/12/2024 10:22:49",2024-11-12,"10:22:49",3
"3500","B363","11/7/2023 15:54:08","Lewisetta","MVP-JR-3","JR","3",94,52,"5/20/2025 16:41:01",2025-05-20,"16:41:01",4
"3501","B363","11/7/2023 15:54:08","Lewisetta","MVP-JR-3","JR","3",35,25,"5/2/2024 14:28:19",2024-05-02,"14:28:19",2
"3502","B363","11/7/2023 15:54:08","Lewisetta","MVP-JR-3","JR","3",72,42,"11/7/2024 14:44:19",2024-11-07,"14:44:19",3
"3503","B363","11/7/2023 15:54:08","Lewisetta","MVP-JR-3","JR","3",26,22,"11/7/2023 15:54:08",2023-11-07,"15:54:08",1
"3504","B138","11/9/2023 15:29:30","Lewisetta","MVP-SEEDMIX-1","SEEDMIX","1",47,38,"5/1/2024 8:33:30",2024-05-01,"8:33:30",2
"3505","B138","11/9/2023 15:29:30","Lewisetta","MVP-SEEDMIX-1","SEEDMIX","1",41,30,"11/9/2023 15:29:30",2023-11-09,"15:29:30",1
"3506","E539","11/14/2023 15:20:25","YorkRiver","MVP-DEBY-6","DEBY","6",63,45,"11/12/2024 11:53:07",2024-11-12,"11:53:07",3
"3507","E539","11/14/2023 15:20:25","YorkRiver","MVP-DEBY-6","DEBY","6",39,29,"11/14/2023 15:20:25",2023-11-14,"15:20:25",1
"3508","E539","11/14/2023 15:20:25","YorkRiver","MVP-DEBY-6","DEBY","6",40,29,"5/7/2024 10:02:41",2024-05-07,"10:02:41",2
"3509","E539","11/14/2023 15:20:25","YorkRiver","MVP-DEBY-6","DEBY","6",61,48,"5/25/2025 11:01:28",2025-05-25,"11:01:28",4
"3510","C097","11/13/2023 15:18:26","YorkRiver","MVP-NH-6","NH","6",26,19,"11/8/2024 10:45:51",2024-11-08,"10:45:51",3
"3511","C097","11/13/2023 15:18:26","YorkRiver","MVP-NH-6","NH","6",24,18,"11/13/2023 15:18:26",2023-11-13,"15:18:26",1
"3512","B353","11/7/2023 15:41:43","Lewisetta","MVP-LA-3","LA","3",81,54,"11/7/2024 15:58:42",2024-11-07,"15:58:42",3
"3513","B353","11/7/2023 15:41:43","Lewisetta","MVP-LA-3","LA","3",98,68,"5/20/2025 16:24:08",2025-05-20,"16:24:08",4
"3514","B353","11/7/2023 15:41:43","Lewisetta","MVP-LA-3","LA","3",34,28,"5/2/2024 14:34:22",2024-05-02,"14:34:22",2
"3515","B353","11/7/2023 15:41:43","Lewisetta","MVP-LA-3","LA","3",31,24,"11/7/2023 15:41:43",2023-11-07,"15:41:43",1
"3516","E185","11/7/2023 16:12:52","Lewisetta","MVP-DEBY-2","DEBY","2",76,49,"5/20/2025 15:58:39",2025-05-20,"15:58:39",4
"3517","E185","11/7/2023 16:12:52","Lewisetta","MVP-DEBY-2","DEBY","2",67,46,"11/7/2024 13:33:38",2024-11-07,"13:33:38",3
"3518","E185","11/7/2023 16:12:52","Lewisetta","MVP-DEBY-2","DEBY","2",40,31,"5/2/2024 13:48:11",2024-05-02,"13:48:11",2
"3519","E185","11/7/2023 16:12:52","Lewisetta","MVP-DEBY-2","DEBY","2",30,21,"11/7/2023 16:12:52",2023-11-07,"16:12:52",1
"3520","B424","11/7/2023 16:00:41","Lewisetta","MVP-ME-2","ME","2",77,58,"5/20/2025 15:02:58",2025-05-20,"15:02:58",4
"3521","B424","11/7/2023 16:00:41","Lewisetta","MVP-ME-2","ME","2",41,28,"5/3/2024 8:59:28",2024-05-03,"8:59:28",2
"3522","B424","11/7/2023 16:00:41","Lewisetta","MVP-ME-2","ME","2",36,24,"11/7/2023 16:00:41",2023-11-07,"16:00:41",1
"3523","B424","11/7/2023 16:00:41","Lewisetta","MVP-ME-2","ME","2",67,53,"11/7/2024 14:36:34",2024-11-07,"14:36:34",3
"3524","2053","11/7/2023 15:00:27","Lewisetta","MVP-JR-1","JR","1",14,9,"11/7/2023 15:00:27",2023-11-07,"15:00:27",1
"3525","A455","11/10/2023 14:52:42","YorkRiver","MVP-NH-4","NH","4",24,17,"5/8/2024 13:26:00",2024-05-08,"13:26:00",2
"3526","A455","11/10/2023 14:52:42","YorkRiver","MVP-NH-4","NH","4",21,15,"11/10/2023 14:52:42",2023-11-10,"14:52:42",1
"3527","A894","11/15/2023 15:33:31","YorkRiver","MVP-LA-6","LA","6",53,42,"11/8/2024 10:53:17",2024-11-08,"10:53:17",3
"3528","A894","11/15/2023 15:33:31","YorkRiver","MVP-LA-6","LA","6",31,22,"5/6/2024 14:10:56",2024-05-06,"14:10:56",2
"3529","A894","11/15/2023 15:33:31","YorkRiver","MVP-LA-6","LA","6",27,17,"11/15/2023 15:33:31",2023-11-15,"15:33:31",1
"3530","B200","11/9/2023 15:02:06","Lewisetta","MVP-LOLA-1","LOLA","1",90,63,"11/7/2024 17:00:16",2024-11-07,"17:00:16",3
"3531","B200","11/9/2023 15:02:06","Lewisetta","MVP-LOLA-1","LOLA","1",42,30,"11/9/2023 15:02:06",2023-11-09,"15:02:06",1
"3532","B200","11/9/2023 15:02:06","Lewisetta","MVP-LOLA-1","LOLA","1",105,77,"5/20/2025 15:18:22",2025-05-20,"15:18:22",4
"3533","B200","11/9/2023 15:02:06","Lewisetta","MVP-LOLA-1","LOLA","1",40,31,"4/30/2024 13:07:57",2024-04-30,"13:07:57",2
"3534","2170","11/7/2023 15:27:12","Lewisetta","MVP-FL-1","FL","1",0,0,"11/11/2024 18:13:26",2024-11-11,"18:13:26",3
"3535","2170","11/7/2023 15:27:12","Lewisetta","MVP-FL-1","FL","1",40,24,"5/2/2024 14:00:35",2024-05-02,"14:00:35",2
"3536","2170","11/7/2023 15:27:12","Lewisetta","MVP-FL-1","FL","1",0,0,"11/7/2024 12:59:27",2024-11-07,"12:59:27",3
"3537","2170","11/7/2023 15:27:12","Lewisetta","MVP-FL-1","FL","1",31,23,"11/7/2023 15:27:12",2023-11-07,"15:27:12",1
"3538","B060","11/9/2023 14:34:50","Lewisetta","MVP-TX-2","TX","2",57,41,"11/7/2024 13:22:53",2024-11-07,"13:22:53",3
"3539","B060","11/9/2023 14:34:50","Lewisetta","MVP-TX-2","TX","2",66,50,"5/20/2025 14:52:12",2025-05-20,"14:52:12",4
"3540","B060","11/9/2023 14:34:50","Lewisetta","MVP-TX-2","TX","2",40,28,"4/30/2024 13:13:02",2024-04-30,"13:13:02",2
"3541","B060","11/9/2023 14:34:50","Lewisetta","MVP-TX-2","TX","2",34,23,"11/9/2023 14:34:50",2023-11-09,"14:34:50",1
"3542","A535","11/10/2023 14:38:27","YorkRiver","MVP-LA-4","LA","4",21,14,"11/10/2023 14:38:27",2023-11-10,"14:38:27",1
"3543","A535","11/10/2023 14:38:27","YorkRiver","MVP-LA-4","LA","4",22,15,"5/8/2024 13:21:00",2024-05-08,"13:21:00",2
"3544","A535","11/10/2023 14:38:27","YorkRiver","MVP-LA-4","LA","4",24,16,"11/12/2024 9:14:29",2024-11-12,"9:14:29",3
"3545","C079","11/13/2023 14:44:30","YorkRiver","MVP-NH-5","NH","5",45,35,"11/12/2024 9:04:54",2024-11-12,"9:04:54",3
"3546","C079","11/13/2023 14:44:30","YorkRiver","MVP-NH-5","NH","5",29,21,"11/13/2023 14:44:30",2023-11-13,"14:44:30",1
"3547","C079","11/13/2023 14:44:30","YorkRiver","MVP-NH-5","NH","5",34,21,"5/7/2024 10:36:25",2024-05-07,"10:36:25",2
"3548","E234","11/9/2023 13:58:04","Lewisetta","MVP-LARMIX-3","LARMIX","3",84,54,"11/7/2024 14:49:31",2024-11-07,"14:49:31",3
"3549","E234","11/9/2023 13:58:04","Lewisetta","MVP-LARMIX-3","LARMIX","3",100,80,"5/20/2025 16:15:22",2025-05-20,"16:15:22",4
"3550","E234","11/9/2023 13:58:04","Lewisetta","MVP-LARMIX-3","LARMIX","3",49,31,"11/9/2023 13:58:04",2023-11-09,"13:58:04",1
"3551","E234","11/9/2023 13:58:04","Lewisetta","MVP-LARMIX-3","LARMIX","3",61,41,"4/30/2024 13:47:55",2024-04-30,"13:47:55",2
"3552","C281","11/14/2023 15:01:45","YorkRiver","MVP-ME-4","ME","4",33,21,"11/14/2023 15:01:45",2023-11-14,"15:01:45",1
"3553","C281","11/14/2023 15:01:45","YorkRiver","MVP-ME-4","ME","4",33,20,"5/8/2024 14:08:23",2024-05-08,"14:08:23",2
"3554","A612","11/13/2023 14:48:09","YorkRiver","MVP-DEBY-5","DEBY","5",36,24,"11/13/2023 14:48:09",2023-11-13,"14:48:09",1
"3555","A612","11/13/2023 14:48:09","YorkRiver","MVP-DEBY-5","DEBY","5",64,47,"5/25/2025 11:08:58",2025-05-25,"11:08:58",4
"3556","A612","11/13/2023 14:48:09","YorkRiver","MVP-DEBY-5","DEBY","5",39,27,"5/7/2024 10:43:34",2024-05-07,"10:43:34",2
"3557","A612","11/13/2023 14:48:09","YorkRiver","MVP-DEBY-5","DEBY","5",61,44,"11/12/2024 12:22:05",2024-11-12,"12:22:05",3
"3558","A839","11/14/2023 15:54:29","YorkRiver","MVP-ME-5","ME","5",31,20,"5/6/2024 14:03:36",2024-05-06,"14:03:36",2
"3559","A839","11/14/2023 15:54:29","YorkRiver","MVP-ME-5","ME","5",32,22,"11/14/2023 15:54:29",2023-11-14,"15:54:29",1
"3560","A657","11/13/2023 15:18:58","YorkRiver","MVP-JR-5","JR","5",45,28,"5/9/2024 9:31:59",2024-05-09,"9:31:59",2
"3561","A657","11/13/2023 15:18:58","YorkRiver","MVP-JR-5","JR","5",43,27,"11/13/2023 15:18:58",2023-11-13,"15:18:58",1
"3562","A933","11/15/2023 15:49:27","YorkRiver","MVP-LOLA-4","LOLA","4",28,16,"11/15/2023 15:49:27",2023-11-15,"15:49:27",1
"3563","A933","11/15/2023 15:49:27","YorkRiver","MVP-LOLA-4","LOLA","4",21,15,"5/6/2024 13:18:14",2024-05-06,"13:18:14",2
"3564","A222","11/9/2023 14:19:45","Lewisetta","MVP-ME-3","ME","3",38,23,"11/9/2023 14:19:45",2023-11-09,"14:19:45",1
"3565","A222","11/9/2023 14:19:45","Lewisetta","MVP-ME-3","ME","3",0,0,"4/30/2024 13:35:02",2024-04-30,"13:35:02",2
"3566","D796","11/15/2023 15:44:03","YorkRiver","MVP-DEBY-4","DEBY","4",57,48,"5/25/2025 11:00:35",2025-05-25,"11:00:35",4
"3567","D796","11/15/2023 15:44:03","YorkRiver","MVP-DEBY-4","DEBY","4",34,22,"5/6/2024 13:32:19",2024-05-06,"13:32:19",2
"3568","D796","11/15/2023 15:44:03","YorkRiver","MVP-DEBY-4","DEBY","4",27,17,"11/15/2023 15:44:03",2023-11-15,"15:44:03",1
"3569","D796","11/15/2023 15:44:03","YorkRiver","MVP-DEBY-4","DEBY","4",54,44,"11/12/2024 9:01:40",2024-11-12,"9:01:40",3
"3570","E458","11/13/2023 15:02:25","YorkRiver","MVP-LOLA-6","LOLA","6",70,40,"11/12/2024 12:26:53",2024-11-12,"12:26:53",3
"3571","E458","11/13/2023 15:02:25","YorkRiver","MVP-LOLA-6","LOLA","6",45,27,"5/8/2024 13:44:15",2024-05-08,"13:44:15",2
"3572","E458","11/13/2023 15:02:25","YorkRiver","MVP-LOLA-6","LOLA","6",65,53,"5/25/2025 10:05:52",2025-05-25,"10:05:52",4
"3573","E458","11/13/2023 15:02:25","YorkRiver","MVP-LOLA-6","LOLA","6",71,39,"11/12/2024 11:07:24",2024-11-12,"11:07:24",3
"3574","E458","11/13/2023 15:02:25","YorkRiver","MVP-LOLA-6","LOLA","6",40,24,"11/13/2023 15:02:25",2023-11-13,"15:02:25",1
"3575","C103","11/13/2023 15:20:07","YorkRiver","MVP-NH-6","NH","6",24,19,"5/8/2024 14:04:26",2024-05-08,"14:04:26",2
"3576","C103","11/13/2023 15:20:07","YorkRiver","MVP-NH-6","NH","6",34,27,"11/8/2024 10:43:23",2024-11-08,"10:43:23",3
"3577","C103","11/13/2023 15:20:07","YorkRiver","MVP-NH-6","NH","6",22,16,"11/13/2023 15:20:07",2023-11-13,"15:20:07",1
"3578","C313","11/14/2023 15:15:04","YorkRiver","MVP-ME-4","ME","4",35,21,"5/8/2024 14:07:08",2024-05-08,"14:07:08",2
"3579","C313","11/14/2023 15:15:04","YorkRiver","MVP-ME-4","ME","4",28,18,"11/14/2023 15:15:04",2023-11-14,"15:15:04",1
"3580","A641","11/13/2023 15:04:27","YorkRiver","MVP-ME-6","ME","6",51,31,"5/7/2024 9:59:19",2024-05-07,"9:59:19",2
"3581","A641","11/13/2023 15:04:27","YorkRiver","MVP-ME-6","ME","6",41,26,"11/13/2023 15:04:27",2023-11-13,"15:04:27",1
"3582","A641","11/13/2023 15:04:27","YorkRiver","MVP-ME-6","ME","6",0,0,"11/12/2024 12:02:01",2024-11-12,"12:02:01",3
"3583","A835","11/14/2023 15:52:46","YorkRiver","MVP-ME-5","ME","5",30,20,"5/6/2024 14:00:54",2024-05-06,"14:00:54",2
"3584","A835","11/14/2023 15:52:46","YorkRiver","MVP-ME-5","ME","5",31,21,"11/14/2023 15:52:46",2023-11-14,"15:52:46",1
"3585","A835","11/14/2023 15:52:46","YorkRiver","MVP-ME-5","ME","5",24,24,"11/8/2024 10:58:04",2024-11-08,"10:58:04",3
"3586","B051","11/9/2023 14:29:43","Lewisetta","MVP-TX-2","TX","2",0,0,"11/7/2024 14:47:05",2024-11-07,"14:47:05",3
"3587","B051","11/9/2023 14:29:43","Lewisetta","MVP-TX-2","TX","2",37,25,"11/9/2023 14:29:43",2023-11-09,"14:29:43",1
"3588","B051","11/9/2023 14:29:43","Lewisetta","MVP-TX-2","TX","2",47,32,"4/30/2024 13:16:42",2024-04-30,"13:16:42",2
"3589","A304","11/9/2023 15:06:07","Lewisetta","MVP-LARMIX-2","LARMIX","2",40,29,"4/30/2024 13:29:36",2024-04-30,"13:29:36",2
"3590","A304","11/9/2023 15:06:07","Lewisetta","MVP-LARMIX-2","LARMIX","2",35,27,"11/9/2023 15:06:07",2023-11-09,"15:06:07",1
"3591","A304","11/9/2023 15:06:07","Lewisetta","MVP-LARMIX-2","LARMIX","2",57,46,"11/7/2024 12:51:18",2024-11-07,"12:51:18",3
"3592","A162","11/7/2023 15:45:37","Lewisetta","MVP-LA-3","LA","3",76,61,"11/7/2024 16:15:27",2024-11-07,"16:15:27",3
"3593","A162","11/7/2023 15:45:37","Lewisetta","MVP-LA-3","LA","3",36,25,"11/7/2023 15:45:37",2023-11-07,"15:45:37",1
"3594","A162","11/7/2023 15:45:37","Lewisetta","MVP-LA-3","LA","3",40,28,"5/2/2024 14:31:42",2024-05-02,"14:31:42",2
"3595","A156","11/7/2023 15:05:58","Lewisetta","MVP-DEBY-1","DEBY","1",62,40,"11/7/2024 17:26:15",2024-11-07,"17:26:15",3
"3596","A156","11/7/2023 15:05:58","Lewisetta","MVP-DEBY-1","DEBY","1",32,20,"5/2/2024 14:12:28",2024-05-02,"14:12:28",2
"3597","A156","11/7/2023 15:05:58","Lewisetta","MVP-DEBY-1","DEBY","1",28,20,"11/7/2023 15:05:58",2023-11-07,"15:05:58",1
"3598","A156","11/7/2023 15:05:58","Lewisetta","MVP-DEBY-1","DEBY","1",72,63,"5/21/2025 15:38:13",2025-05-21,"15:38:13",4
"3599","A117","11/7/2023 15:13:46","Lewisetta","MVP-JR-2","JR","2",38,34,"5/3/2024 9:07:26",2024-05-03,"9:07:26",2
"3600","A117","11/7/2023 15:13:46","Lewisetta","MVP-JR-2","JR","2",31,26,"11/7/2023 15:13:46",2023-11-07,"15:13:46",1
"3601","E358","11/10/2023 14:36:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",60,39,"11/12/2024 10:44:32",2024-11-12,"10:44:32",3
"3602","E358","11/10/2023 14:36:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",37,18,"5/8/2024 13:54:22",2024-05-08,"13:54:22",2
"3603","E358","11/10/2023 14:36:40","YorkRiver","MVP-LARMIX-6","LARMIX","6",33,18,"11/10/2023 14:36:40",2023-11-10,"14:36:40",1
"3604","2164-B287","11/7/2023 15:20:42","Lewisetta","MVP-FL-1","FL","1",33,22,"11/7/2023 15:20:42",2023-11-07,"15:20:42",1
"3605","2164-B287","11/7/2023 15:20:42","Lewisetta","MVP-FL-1","FL","1",0,0,"11/7/2024 13:19:52",2024-11-07,"13:19:52",3
"3606","2164-B287","11/7/2023 15:20:42","Lewisetta","MVP-FL-1","FL","1",37,25,"5/2/2024 14:01:40",2024-05-02,"14:01:40",2
"3607","A857","11/15/2023 15:20:51","YorkRiver","MVP-LA-6","LA","6",52,38,"11/8/2024 10:50:55",2024-11-08,"10:50:55",3
"3608","A857","11/15/2023 15:20:51","YorkRiver","MVP-LA-6","LA","6",32,22,"5/6/2024 14:10:09",2024-05-06,"14:10:09",2
"3609","A857","11/15/2023 15:20:51","YorkRiver","MVP-LA-6","LA","6",58,45,"5/25/2025 10:17:58",2025-05-25,"10:17:58",4
"3610","A857","11/15/2023 15:20:51","YorkRiver","MVP-LA-6","LA","6",31,23,"11/15/2023 15:20:51",2023-11-15,"15:20:51",1
"3611","C262","11/14/2023 16:11:36","YorkRiver","MVP-TX-4","TX","4",26,18,"11/14/2023 16:11:36",2023-11-14,"16:11:36",1
"3612","C262","11/14/2023 16:11:36","YorkRiver","MVP-TX-4","TX","4",32,23,"5/6/2024 13:22:04",2024-05-06,"13:22:04",2
"3613","E271","11/9/2023 15:34:47","Lewisetta","MVP-LA-2","LA","2",42,26,"4/30/2024 12:42:02",2024-04-30,"12:42:02",2
"3614","E271","11/9/2023 15:34:47","Lewisetta","MVP-LA-2","LA","2",37,23,"11/9/2023 15:34:47",2023-11-09,"15:34:47",1
"3615","E271","11/9/2023 15:34:47","Lewisetta","MVP-LA-2","LA","2",43,36,"5/20/2025 14:28:05",2025-05-20,"14:28:05",4
"3616","E271","11/9/2023 15:34:47","Lewisetta","MVP-LA-2","LA","2",42,31,"11/7/2024 17:32:16",2024-11-07,"17:32:16",3
"3617","E118","11/7/2023 15:15:03","Lewisetta","MVP-FL-3","FL","3",35,27,"5/2/2024 14:50:28",2024-05-02,"14:50:28",2
"3618","E118","11/7/2023 15:15:03","Lewisetta","MVP-FL-3","FL","3",74,58,"5/20/2025 16:09:46",2025-05-20,"16:09:46",4
"3619","E118","11/7/2023 15:15:03","Lewisetta","MVP-FL-3","FL","3",60,44,"11/7/2024 13:32:10",2024-11-07,"13:32:10",3
"3620","E118","11/7/2023 15:15:03","Lewisetta","MVP-FL-3","FL","3",34,25,"11/7/2023 15:15:03",2023-11-07,"15:15:03",1
"3621","A575","11/10/2023 14:02:43","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",28,15,"11/10/2023 14:02:43",2023-11-10,"14:02:43",1
"3622","A575","11/10/2023 14:02:43","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",47,29,"11/12/2024 9:15:42",2024-11-12,"9:15:42",3
"3623","A575","11/10/2023 14:02:43","YorkRiver","MVP-SEEDMIX-5","SEEDMIX","5",38,21,"5/8/2024 14:22:06",2024-05-08,"14:22:06",2
"3624","A399","11/9/2023 15:20:50","Lewisetta","MVP-LARMIX-1","LARMIX","1",45,37,"11/7/2024 18:04:41",2024-11-07,"18:04:41",3
"3625","A399","11/9/2023 15:20:50","Lewisetta","MVP-LARMIX-1","LARMIX","1",35,27,"4/30/2024 13:14:25",2024-04-30,"13:14:25",2
"3626","A399","11/9/2023 15:20:50","Lewisetta","MVP-LARMIX-1","LARMIX","1",36,28,"11/9/2023 15:20:50",2023-11-09,"15:20:50",1
"3627","A325","11/9/2023 15:15:09","Lewisetta","MVP-LARMIX-2","LARMIX","2",42,27,"11/9/2023 15:15:09",2023-11-09,"15:15:09",1
"3628","A325","11/9/2023 15:15:09","Lewisetta","MVP-LARMIX-2","LARMIX","2",41,32,"4/30/2024 13:32:14",2024-04-30,"13:32:14",2
"3629","A325","11/9/2023 15:15:09","Lewisetta","MVP-LARMIX-2","LARMIX","2",56,35,"11/7/2024 12:50:51",2024-11-07,"12:50:51",3
"3630","B427","11/7/2023 15:46:46","Lewisetta","MVP-ME-2","ME","2",46,35,"5/3/2024 8:58:37",2024-05-03,"8:58:37",2
"3631","B427","11/7/2023 15:46:46","Lewisetta","MVP-ME-2","ME","2",41,31,"11/7/2024 14:22:24",2024-11-07,"14:22:24",3
"3632","B427","11/7/2023 15:46:46","Lewisetta","MVP-ME-2","ME","2",39,26,"11/7/2023 15:46:46",2023-11-07,"15:46:46",1
"3633","E529","11/14/2023 15:16:03","YorkRiver","MVP-DEBY-6","DEBY","6",48,34,"5/7/2024 10:04:28",2024-05-07,"10:04:28",2
"3634","E529","11/14/2023 15:16:03","YorkRiver","MVP-DEBY-6","DEBY","6",46,35,"11/14/2023 15:16:03",2023-11-14,"15:16:03",1
"3635","E529","11/14/2023 15:16:03","YorkRiver","MVP-DEBY-6","DEBY","6",0,0,"11/12/2024 12:00:40",2024-11-12,"12:00:40",3
"3636","E284","11/9/2023 15:39:21","Lewisetta","MVP-LA-2","LA","2",45,29,"4/30/2024 12:45:37",2024-04-30,"12:45:37",2
"3637","E284","11/9/2023 15:39:21","Lewisetta","MVP-LA-2","LA","2",104,45,"5/20/2025 14:33:03",2025-05-20,"14:33:03",4
"3638","E284","11/9/2023 15:39:21","Lewisetta","MVP-LA-2","LA","2",79,34,"11/7/2024 17:40:55",2024-11-07,"17:40:55",3
"3639","E284","11/9/2023 15:39:21","Lewisetta","MVP-LA-2","LA","2",44,27,"11/9/2023 15:39:21",2023-11-09,"15:39:21",1
"3640","C284","11/14/2023 15:02:52","YorkRiver","MVP-ME-4","ME","4",0,0,"11/11/2024 18:14:42",2024-11-11,"18:14:42",3
"3641","C284","11/14/2023 15:02:52","YorkRiver","MVP-ME-4","ME","4",34,25,"5/8/2024 14:06:40",2024-05-08,"14:06:40",2
"3642","C284","11/14/2023 15:02:52","YorkRiver","MVP-ME-4","ME","4",31,24,"11/14/2023 15:02:52",2023-11-14,"15:02:52",1
"3643","A450","11/9/2023 15:56:49","Lewisetta","MVP-LOLA-2","LOLA","2",59,36,"5/1/2024 9:07:44",2024-05-01,"9:07:44",2
"3644","A450","11/9/2023 15:56:49","Lewisetta","MVP-LOLA-2","LOLA","2",0,0,"11/7/2024 15:15:58",2024-11-07,"15:15:58",3
"3645","A450","11/9/2023 15:56:49","Lewisetta","MVP-LOLA-2","LOLA","2",51,33,"11/9/2023 15:56:49",2023-11-09,"15:56:49",1
"3646","2128","11/7/2023 15:44:35","Lewisetta","MVP-ME-2","ME","2",29,17,"11/7/2023 15:44:35",2023-11-07,"15:44:35",1
"3647","2128","11/7/2023 15:44:35","Lewisetta","MVP-ME-2","ME","2",26,22,"5/2/2024 15:09:37",2024-05-02,"15:09:37",2
"3648","E435","11/13/2023 14:54:00","YorkRiver","MVP-LOLA-6","LOLA","6",36,28,"5/8/2024 13:42:29",2024-05-08,"13:42:29",2
"3649","E435","11/13/2023 14:54:00","YorkRiver","MVP-LOLA-6","LOLA","6",31,23,"11/13/2023 14:54:00",2023-11-13,"14:54:00",1
"3650","A775","11/14/2023 14:52:48","YorkRiver","MVP-SEEDMIX-4","SEEDMIX","4",27,17,"11/14/2023 14:52:48",2023-11-14,"14:52:48",1
"3651","A775","11/14/2023 14:52:48","YorkRiver","MVP-SEEDMIX-4","SEEDMIX","4",44,31,"11/12/2024 11:16:55",2024-11-12,"11:16:55",3
"3652","A775","11/14/2023 14:52:48","YorkRiver","MVP-SEEDMIX-4","SEEDMIX","4",28,18,"5/8/2024 13:14:15",2024-05-08,"13:14:15",2
"3653","A067","11/7/2023 14:51:44","Lewisetta","MVP-LA-1","LA","1",35,27,"5/2/2024 13:29:32",2024-05-02,"13:29:32",2
"3654","A067","11/7/2023 14:51:44","Lewisetta","MVP-LA-1","LA","1",72,48,"11/7/2024 17:46:53",2024-11-07,"17:46:53",3
"3655","A067","11/7/2023 14:51:44","Lewisetta","MVP-LA-1","LA","1",31,26,"11/7/2023 14:51:44",2023-11-07,"14:51:44",1
"3656","B369","11/7/2023 15:51:07","Lewisetta","MVP-ME-2","ME","2",41,26,"5/2/2024 15:12:08",2024-05-02,"15:12:08",2
"3657","B369","11/7/2023 15:51:07","Lewisetta","MVP-ME-2","ME","2",0,0,"11/7/2024 14:19:27",2024-11-07,"14:19:27",3
"3658","B369","11/7/2023 15:51:07","Lewisetta","MVP-ME-2","ME","2",34,21,"11/7/2023 15:51:07",2023-11-07,"15:51:07",1
"3659","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",11,9,"11/14/2023 16:02:56",2023-11-14,"16:02:56",1
"3660","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",15,10,"11/14/2023 16:02:34",2023-11-14,"16:02:34",1
"3661","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",16,10,"11/14/2023 16:03:45",2023-11-14,"16:03:45",1
"3662","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",12,8,"11/14/2023 16:03:18",2023-11-14,"16:03:18",1
"3663","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",14,10,"11/14/2023 16:02:01",2023-11-14,"16:02:01",1
"3664","ME-5-extra","11/14/2023 16:02:01","YorkRiver","MVP-ME-5","ME","5",15,11,"11/14/2023 16:04:04",2023-11-14,"16:04:04",1
"3665","C016","11/13/2023 14:38:22","YorkRiver","MVP-TX-5","TX","5",0,0,"11/11/2024 18:09:20",2024-11-11,"18:09:20",3
"3666","C016","11/13/2023 14:38:22","YorkRiver","MVP-TX-5","TX","5",31,23,"5/8/2024 13:06:05",2024-05-08,"13:06:05",2
"3667","C016","11/13/2023 14:38:22","YorkRiver","MVP-TX-5","TX","5",26,19,"11/13/2023 14:38:22",2023-11-13,"14:38:22",1
"3668","E478","11/13/2023 14:59:43","YorkRiver","MVP-FL-5","FL","5",48,26,"5/9/2024 9:21:55",2024-05-09,"9:21:55",2
"3669","E478","11/13/2023 14:59:43","YorkRiver","MVP-FL-5","FL","5",42,22,"11/13/2023 14:59:43",2023-11-13,"14:59:43",1
"3670","A635","11/13/2023 15:01:45","YorkRiver","MVP-ME-6","ME","6",30,17,"5/6/2024 11:43:20",2024-05-06,"11:43:20",2
"3671","A635","11/13/2023 15:01:45","YorkRiver","MVP-ME-6","ME","6",26,15,"11/13/2023 15:01:45",2023-11-13,"15:01:45",1
"3672","E225","11/9/2023 13:54:20","Lewisetta","MVP-LARMIX-3","LARMIX","3",98,76,"5/20/2025 16:17:27",2025-05-20,"16:17:27",4
"3673","E225","11/9/2023 13:54:20","Lewisetta","MVP-LARMIX-3","LARMIX","3",43,30,"11/9/2023 13:54:20",2023-11-09,"13:54:20",1
"3674","E225","11/9/2023 13:54:20","Lewisetta","MVP-LARMIX-3","LARMIX","3",50,32,"5/1/2024 8:01:19",2024-05-01,"8:01:19",2
"3675","E225","11/9/2023 13:54:20","Lewisetta","MVP-LARMIX-3","LARMIX","3",97,65,"11/7/2024 14:50:31",2024-11-07,"14:50:31",3
"3676","A837","11/14/2023 15:53:48","YorkRiver","MVP-ME-5","ME","5",36,24,"11/14/2023 15:53:48",2023-11-14,"15:53:48",1
