phenotyping_key,phenotyping_label,phenotyping_bag_key,phenotyping_timestamp,shell_length_mm,shell_width_mm,tissue_wetweight_g,shell_dryweight_g,tissue_dryweight_g,phenotyping_notes,macroparasites,username
d5dd62fc,2024-4-29_MVP-LA-2_ALIVE__358,21fd40f9,5/28/2024 9:10:08,33,23,0.46,3.51,0.07,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
daacfb34,2024-4-29_MVP-LA-2_ALIVE__359,21fd40f9,5/28/2024 9:10:45,31,22,0.41,1.93,0.02,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5b78f191,2024-4-29_MVP-LA-2_ALIVE__360,21fd40f9,5/28/2024 9:10:47,51,28,1.17,7.74,0.13,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d5833473,2024-5-1_MVP-TX-1_ALIVE__361,22b726b6,5/28/2024 9:11:05,33,22,0.48,4,0.08,"Thin Edge of shell fell off.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8f70b1a2,2024-5-1_MVP-TX-1_ALIVE__362,22b726b6,5/28/2024 9:11:40,36,24,1.14,3.05,0.11,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
a4c5aa6f,2024-5-1_MVP-TX-1_ALIVE__363,22b726b6,5/28/2024 9:11:42,32,22,0.38,3.36,0.08,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b3fd1bd8,2024-5-1_MVP-DEBY-1_ALIVE__364,ebf746e8,5/28/2024 9:12:42,27,20,0.3,1.37,0.06,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e7d5c00a,2024-5-1_MVP-DEBY-1_ALIVE__365,ebf746e8,5/28/2024 9:12:45,41,28,1.67,4.97,0.3,"Oyster grown into bag
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
a0571127,2024-5-1_MVP-DEBY-1_ALIVE__366,ebf746e8,5/28/2024 9:12:48,34,28,1.57,3.24,0.11,"Thin outer edge of shell broken
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9ffa679d,2024-5-1_MVP-JR-1_ALIVE__367,82dac1eb,5/28/2024 9:13:09,44,30,2.28,5.59,0.23,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cbb9cb58,2024-5-1_MVP-JR-1_ALIVE__368,82dac1eb,5/28/2024 9:13:34,25,20,0.34,1.34,0.05,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",,lee.fenuccio@gmail.com
f5553feb,2024-5-1_MVP-JR-1_ALIVE__369,82dac1eb,5/28/2024 9:13:37,38,30,0.8,4.81,0.12,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ab15d236,2024-5-7_MVP-LOLA-5_ALIVE__370,bc79376b,5/28/2024 9:14:11,30,19,0.09,1.77,0.01,"Sediment in oyster, very likely recently dead before freezing.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4b929550,2024-5-7_MVP-LOLA-5_ALIVE__371,bc79376b,5/28/2024 9:14:40,22,14,0.33,1.18,0.03,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
bd426909,2024-5-7_MVP-LOLA-5_ALIVE__372,bc79376b,5/28/2024 9:14:43,19,13,0.17,0.84,0.01,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cacfc150,2024-5-7_MVP-FL-5_ALIVE__373,8f356aca,5/28/2024 9:15:26,17,10,0.16,0.66,0.02,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b93e4dc3,2024-5-7_MVP-FL-5_ALIVE__374,8f356aca,5/28/2024 9:16:16,34,19,1.41,3.62,0.1,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
97aa8492,2024-5-7_MVP-FL-5_ALIVE__375,8f356aca,5/28/2024 9:16:18,39,23,1.01,4.4,0.14,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ff4e9548,2024-5-7_MVP-NH-4_ALIVE__376,8207e3b6,5/28/2024 9:16:51,23,18,0.33,1.8,0.05,"2 super tiny pea crabs.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
01a8fa08,2024-5-7_MVP-NH-4_ALIVE__377,8207e3b6,5/28/2024 9:17:27,20,13,0.15,1.11,0.02,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cd43f3d5,2024-5-7_MVP-NH-4_ALIVE__378,8207e3b6,5/28/2024 9:17:29,17,12,,0.51,,"Dead, full of mud","polydora worm alive , polydora worm scars on shell",lee.fenuccio@gmail.com
24e076eb,2024-4-29_MVP-LARMIX-1_ALIVE__379,86a58586,5/28/2024 9:18:08,46,25,0.92,4.15,0.14,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c14f87d6,2024-4-29_MVP-LARMIX-1_ALIVE__380,86a58586,5/28/2024 9:18:39,35,19,0.5,2.51,0.09,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
a28d7aca,2024-4-29_MVP-LARMIX-1_ALIVE__381,86a58586,5/28/2024 9:18:41,28,22,1.02,1.7,0.12,"Thin outer edge of shell broke off.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
94831b03,2024-4-29_MVP-LOLA-1_ALIVE__382,55967f09,5/28/2024 11:37:12,34,21,0.62,2.93,0.09,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
39224f41,2024-4-29_MVP-LOLA-1_ALIVE__383,55967f09,5/28/2024 11:38:22,29,22,0.82,2.25,0.07,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
fffab995,2024-4-29_MVP-LOLA-1_ALIVE__384,55967f09,5/28/2024 11:38:24,45,26,1.87,5.35,0.19,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ea892fe3,2024-5-1_MVP-DEBY-3_ALIVE__385,93064801,5/28/2024 11:38:48,38,30,1.57,4.2,0.21,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
1d2664a9,2024-5-1_MVP-DEBY-3_ALIVE__386,93064801,5/28/2024 11:39:08,37,25,0.43,3.1,0.04,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
862d2c77,2024-5-1_MVP-DEBY-3_ALIVE__387,93064801,5/28/2024 11:39:10,35,25,0.52,2.45,0.1,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
6be82f7d,2024-5-1_MVP-TX-3_ALIVE__388,0aa20aae,5/28/2024 11:39:26,38,20,0.68,3,0.1,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0904afd5,2024-5-1_MVP-TX-3_ALIVE__389,0aa20aae,5/28/2024 11:40:01,30,24,0.44,2.85,0.07,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
527b8edc,2024-5-1_MVP-TX-3_ALIVE__390,0aa20aae,5/28/2024 11:40:02,55,32,3.6,7.74,0.23,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
12c00ba3,2024-5-1_MVP-JR-3_ALIVE__391,7d4e555f,5/28/2024 11:40:19,30,26,0.69,3.1,0.1,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
e43eefaa,2024-5-1_MVP-JR-3_ALIVE__392,7d4e555f,5/28/2024 11:41:06,45,30,1.07,5.23,0.18,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
55ba317a,2024-5-1_MVP-JR-3_ALIVE__393,7d4e555f,5/28/2024 11:41:08,36,23,0.91,2.77,0.12,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
530f8a38,2024-5-1_MVP-ME-1_ALIVE__394,07a288a1,5/29/2024 10:53:40,28,21,0.44,1.75,0.07,,polydora worm scars on shell,lee.fenuccio@gmail.com
31f33660,2024-5-1_MVP-ME-1_ALIVE__395,07a288a1,5/29/2024 10:54:14,24,15,,0.66,,"Dead, full of mud, no tissue",,lee.fenuccio@gmail.com
f70e2374,2024-5-1_MVP-ME-1_ALIVE__396,07a288a1,5/29/2024 10:54:17,31,22,0.6,2.52,0.11,,polydora worm scars on shell,lee.fenuccio@gmail.com
a4ec855e,2024-5-7_MVP-TX-5_ALIVE__397,078f1cd3,5/29/2024 10:55:16,12,12,0.18,0.86,0.02,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c2026745,2024-5-7_MVP-TX-5_ALIVE__398,078f1cd3,5/29/2024 10:55:18,27,20,,1.57,,"Dead, full of mud, no tissue",polydora worm scars on shell,lee.fenuccio@gmail.com
7a541bd3,2024-5-7_MVP-TX-5_ALIVE__399,078f1cd3,5/29/2024 10:55:20,27,24,,2.31,,"Dead, full of mud, no tissue",polydora worm scars on shell,lee.fenuccio@gmail.com
b36563c6,2024-5-7_MVP-NH-4_ALIVE__400,8207e3b6,5/29/2024 10:55:36,21,14,0.25,1.07,0.03,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4193bbd6,2024-5-7_MVP-NH-4_ALIVE__401,8207e3b6,5/29/2024 10:56:05,28,20,0.5,2.64,0.1,Thin edge of shell came off,polydora worm scars on shell,lee.fenuccio@gmail.com
90b85be5,2024-4-29_MVP-NH-1_ALIVE__402,9aabd8e6,5/29/2024 10:56:45,22,19,0.42,1.08,0.06,"Thin edge of shell came off.
Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
67fec1e1,2024-4-29_MVP-NH-1_ALIVE__403,9aabd8e6,5/29/2024 10:56:47,26,19,0.88,1.54,0.11,"Thin edge of shell came off.
Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
2c78b358,2024-4-29_MVP-NH-2_ALIVE__404,834b7e93,5/29/2024 10:57:12,22,18,0.36,1.08,0.05,Thin edge of shell came off,polydora worm scars on shell,lee.fenuccio@gmail.com
b5b63dfb,2024-4-29_MVP-NH-2_ALIVE__405,834b7e93,5/29/2024 10:57:36,30,22,0.4,2.15,0.07,,polydora worm scars on shell,lee.fenuccio@gmail.com
4ce25127,2024-5-5_MVP-DEBY-6_ALIVE__406,30565776,5/29/2024 10:57:58,27,18,0.87,2.17,0.09,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0d5d3814,2024-5-5_MVP-DEBY-6_ALIVE__407,30565776,5/29/2024 10:58:33,23,17,0.28,1.07,0.04,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
07f95c37,2024-5-5_MVP-DEBY-6_ALIVE__408,30565776,5/29/2024 10:58:35,32,21,1.15,3.2,0.15,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
87abd986,2024-5-5_MVP-SEEDMIX-6_ALIVE__409,7913f0d2,5/29/2024 10:59:14,19,14,0.03,0.73,0,"Oyster likely dead before freezing, full of mud, only some tissue left.

Tissue weighed 0.002.",polydora worm scars on shell,lee.fenuccio@gmail.com
8f8da973,2024-5-5_MVP-SEEDMIX-6_ALIVE__410,7913f0d2,5/29/2024 10:59:16,21,16,0.3,1.24,0.04,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
511e4cca,2024-5-5_MVP-SEEDMIX-6_ALIVE__411,7913f0d2,5/29/2024 10:59:18,32,25,0.85,4.33,0.16,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8380c678,2024-5-7_MVP-LA-4_ALIVE__412,e01eba9c,5/29/2024 11:00:07,31,18,1.5,,,"Dead, full of mud, no tissue",,lee.fenuccio@gmail.com
70c80fa9,2024-5-7_MVP-LA-4_ALIVE__413,e01eba9c,5/29/2024 11:00:10,34,21,1.28,3.95,0.16,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b8abfd6b,2024-5-7_MVP-LA-4_ALIVE__414,e01eba9c,5/29/2024 11:00:13,26,20,0.59,1.98,0.06,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
7d0fb61b,2024-4-29_MVP-NH-3_ALIVE__415,704730cb,5/29/2024 11:01:07,29,21,0.61,2.06,0.08,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9c39f6d6,2024-4-29_MVP-NH-3_ALIVE__416,704730cb,5/29/2024 11:01:09,26,17,0.55,1.5,0.04,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
49ba601e,2024-4-29_MVP-NH-3_ALIVE__417,704730cb,5/29/2024 11:01:11,29,19,0.6,1.7,0.06,"Tissue burned onto tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off tin, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
2e47eaa3,2024-4-29_MVP-LARMIX-2_ALIVE__418,f7ce55f1,5/29/2024 11:01:50,40,24,1.08,3.24,0.12,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
9996f354,2024-4-29_MVP-LARMIX-2_ALIVE__419,f7ce55f1,5/29/2024 11:02:17,33,21,1.04,2.32,0.09,"Shell fell apart.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b1e1f170,2024-4-29_MVP-LARMIX-2_ALIVE__420,f7ce55f1,5/29/2024 11:02:19,32,27,1.07,2.5,0.11,"Thin edge of shell came off.
Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
aab9bcc8,2024-5-7_MVP-FL-4_ALIVE__421,3b411d0f,5/29/2024 11:02:32,26,17,0.17,1.31,0.02,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d76a1575,2024-5-7_MVP-FL-4_ALIVE__422,3b411d0f,5/29/2024 11:03:18,39,20,1.15,2.95,0.08,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c80b0d99,2024-5-7_MVP-FL-4_ALIVE__423,3b411d0f,5/29/2024 11:03:20,48,27,1.26,4.47,0.08,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
02b991b4,2024-5-1_MVP-FL-2_ALIVE__424,2bfc35c7,5/29/2024 11:03:32,44,28,1.85,5.02,0.14,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
3d754e3e,2024-5-1_MVP-FL-2_ALIVE__425,2bfc35c7,5/29/2024 11:03:47,40,20,0.5,3.04,0.05,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
77936663,2024-5-1_MVP-FL-2_ALIVE__426,2bfc35c7,5/29/2024 11:03:49,32,23,0.39,2.46,0.06,Shell fell apart.,polydora worm scars on shell,lee.fenuccio@gmail.com
c32a4dfa,2024-5-1_MVP-LA-1_ALIVE__427,4dbb6748,5/29/2024 11:04:19,36,27,0.56,3.15,0.09,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
0f8c0ccb,2024-5-1_MVP-LA-1_ALIVE__428,4dbb6748,5/29/2024 11:04:59,47,36,1.26,10.74,0.2,,polydora worm scars on shell,lee.fenuccio@gmail.com
3c6255cc,2024-5-1_MVP-LA-1_ALIVE__429,4dbb6748,5/29/2024 11:05:01,37,28,1.26,4.21,0.12,"Tissue was burned onto tin while in oven, measured by weighing tin with tissue, zeroing the scale, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
957a21f1,2024-5-7_MVP-LA-4_ALIVE__430,e01eba9c,5/30/2024 11:55:56,24,20,0.41,1.94,0.06,"Part of shell fell apart.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.","pea crab , polydora worm scars on shell",lee.fenuccio@gmail.com
0d271c87,2024-5-7_MVP-LA-4_ALIVE__431,e01eba9c,5/30/2024 11:55:59,40,27,1.27,5.09,0.12,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
b461deb4,2024-5-1_MVP-ME-1_ALIVE__432,07a288a1,5/30/2024 11:56:15,26,20,0.53,1.71,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
cbd6272f,2024-5-1_MVP-ME-1_ALIVE__433,07a288a1,5/30/2024 11:56:35,33,25,0.96,2.72,0.1,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c59ae4a9,2024-4-29_MVP-NH-3_ALIVE__434,704730cb,5/30/2024 11:57:14,18,14,0.13,0.37,0.02,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
83339649,2024-4-29_MVP-NH-3_ALIVE__435,704730cb,5/30/2024 11:57:56,12,14,0.09,0.58,0.01,,polydora worm scars on shell,lee.fenuccio@gmail.com
dfd1c3f2,2024-4-29_MVP-NH-1_ALIVE__436,9aabd8e6,5/30/2024 11:58:05,22,17,0.19,0.91,0.04,,polydora worm scars on shell,lee.fenuccio@gmail.com
e8ed7b92,2024-4-29_MVP-NH-1_ALIVE__437,9aabd8e6,5/30/2024 11:58:22,14,12,0.04,0.38,0.01,,polydora worm scars on shell,lee.fenuccio@gmail.com
db71a1d0,2024-4-29_MVP-NH-1_ALIVE__438,9aabd8e6,5/30/2024 11:58:24,21,17,0.15,0.84,0.03,,polydora worm scars on shell,lee.fenuccio@gmail.com
d7aa14b9,2024-4-29_MVP-NH-2_ALIVE__439,834b7e93,5/30/2024 11:58:37,23,16,0.16,1.02,0.02,,polydora worm scars on shell,lee.fenuccio@gmail.com
942c468b,2024-4-29_MVP-NH-2_ALIVE__440,834b7e93,5/30/2024 11:59:03,21,14,0.22,0.93,0.03,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
89768f50,2024-4-29_MVP-NH-2_ALIVE__441,834b7e93,5/30/2024 11:59:05,26,18,0.32,1.55,0.06,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5c50d954,2024-5-1_MVP-FL-2_ALIVE__442,2bfc35c7,5/30/2024 11:59:27,38,26,1,4.35,0.08,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
d3dc343e,2024-5-1_MVP-FL-2_ALIVE__443,2bfc35c7,5/30/2024 11:59:44,29,15,,1.14,,"Dead, no tissue.",polydora worm scars on shell,lee.fenuccio@gmail.com
9519a271,2024-4-29_MVP-SEEDMIX-2_ALIVE__444,40826017,5/30/2024 12:00:20,30,16,0.56,1.42,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
4e53f3fd,2024-4-29_MVP-SEEDMIX-2_ALIVE__445,40826017,5/30/2024 12:00:43,31,20,0.34,1.91,0.05,,polydora worm scars on shell,lee.fenuccio@gmail.com
ebe9f91a,2024-4-29_MVP-SEEDMIX-2_ALIVE__446,40826017,5/30/2024 12:00:45,37,26,0.68,3.38,0.09,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
c35425ad,2024-5-7_MVP-LARMIX-6_ALIVE__447,826a144f,5/30/2024 12:01:54,34,21,1.13,3.48,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8ab9ac86,2024-5-7_MVP-LARMIX-6_ALIVE__448,826a144f,5/30/2024 12:01:57,30,22,0.85,3.96,0.14,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
816324d6,2024-5-7_MVP-LARMIX-6_ALIVE__449,826a144f,5/30/2024 12:01:59,34,24,1.51,4.47,0.23,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
48ae11b5,2024-5-1_MVP-LA-1_ALIVE__450,4dbb6748,5/30/2024 12:02:25,28,23,0.28,1.74,0.05,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
8ed0f2c5,2024-5-1_MVP-LA-1_ALIVE__451,4dbb6748,5/30/2024 12:02:52,28,17,0.28,1.9,0.04,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
6f47be0c,2024-4-29_MVP-SEEDMIX-1_ALIVE__452,30a090fa,5/30/2024 12:03:32,31,22,0.38,1.67,0.07,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
279160aa,2024-4-29_MVP-SEEDMIX-1_ALIVE__453,30a090fa,5/30/2024 12:03:34,34,23,0.82,2.75,0.07,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
ff13e776,2024-5-1_MVP-LA-3_ALIVE__454,bba22936,5/30/2024 12:03:59,50,28,1.66,5.42,0.11,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
97f97753,2024-5-1_MVP-LA-3_ALIVE__455,bba22936,5/30/2024 12:04:49,34,25,0.63,3.81,0.11,"Thin outer edge of shell fell off.
Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
5d9fc66b,2024-5-1_MVP-LA-3_ALIVE__456,bba22936,5/30/2024 12:04:50,41,31,1.36,6.98,0.17,"Tissue burned onto the tin while in drying oven. Weighed by weighing tin with tissue, zeroing, scraping tissue off, and reweighing tin.",polydora worm scars on shell,lee.fenuccio@gmail.com
